Sample_No,Sample,Lithology,Glass,Clay10A,Clay14A,Analcime,Chabazite,Clinoptilolite,Erionite,Mordenite,Phillipsite,K_feldspar,Calcite,Quartz,Opal,Plagioclase,Other,Reference,Study_Area
SL0160,SW-67-6B,Sandstone,Absent,Trace,Minor,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Trace,3723,Big Sandy Formation
SL0161,SW-67-6A,Sandstone,Absent,Trace,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Major,Absent,Minor,Trace,3723,Big Sandy Formation
SL0162,SW-67-5B,Sandstone,Absent,Minor,Absent,Absent,Absent,Minor,Minor,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Trace,3723,Big Sandy Formation
SL0163,76-A,Sandstone,Absent,Trace,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Minor,Minor,Absent,3723,Big Sandy Formation
SL0164,78-A,Sandstone,Absent,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Minor,Absent,Minor,Trace,3723,Big Sandy Formation
SL0165,85-A,Sandstone,Absent,Minor,Absent,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,3723,Big Sandy Formation
SL0166,88-A,Sandstone,Absent,Trace,Trace,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Trace,3723,Big Sandy Formation
SL0167,92-A,Sandstone,Absent,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Trace,3723,Big Sandy Formation
SL0168,93-A,Sandstone,Absent,Trace,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Minor,Absent,Minor,Absent,3723,Big Sandy Formation
SL0169,94-A,Sandstone,Absent,Minor,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,3723,Big Sandy Formation
SL0170,97-A,Sandstone,Absent,Minor,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Trace,3723,Big Sandy Formation
SL0171,98-A,Sandstone,Absent,Minor,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Minor,Absent,Trace,Absent,3723,Big Sandy Formation
SL0172,99-A,Sandstone,Absent,Minor,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Minor,Absent,Minor,Absent,3723,Big Sandy Formation
SL0173,100-B,Sandstone,Absent,Minor,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,3723,Big Sandy Formation
SL0174,SW-104-5B,Sandstone,Absent,Minor,Minor,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Minor,Absent,Minor,Trace,3723,Big Sandy Formation
SL0175,SW-106-7,Sandstone,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Minor,Minor,Absent,Absent,Trace,3723,Big Sandy Formation
SL0176,SW-106-5F,Sandstone,Absent,Minor,Minor,Absent,Absent,Trace,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,3723,Big Sandy Formation
SL0177,SW-106-3,Sandstone,Absent,Minor,Minor,Absent,Absent,Trace,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Trace,3723,Big Sandy Formation
SL0178,110-A,Sandstone,Absent,Trace,Absent,Absent,Absent,Minor,Minor,Absent,Absent,Absent,Minor,Minor,Absent,Absent,Absent,3723,Big Sandy Formation
SL0179,112-A,Sandstone,Absent,Minor,Trace,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,3723,Big Sandy Formation
SL0180,SW-1-6,Siltstone,Absent,Minor,Absent,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Minor,Absent,Minor,Trace,3723,Big Sandy Formation
SL0181,SW-104-5A,Siltstone,Absent,Minor,Minor,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Minor,Absent,Minor,Trace,3723,Big Sandy Formation
SL0182,SW-104-3,Siltstone,Absent,Minor,Absent,Absent,Absent,Trace,Absent,Absent,Absent,Absent,Trace,Minor,Absent,Minor,Trace,3723,Big Sandy Formation
SL0183,SW-106-1,Siltstone,Absent,Minor,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,3723,Big Sandy Formation
SL0184,108-A,Siltstone,Absent,Minor,Minor,Absent,Absent,Trace,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,3723,Big Sandy Formation
SL0185,SW-1-10F,Tuff,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Trace,Minor,Absent,Absent,Absent,3723,Big Sandy Formation
SL0186,SW-1-10E,Tuff,Absent,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Minor,Absent,Absent,Absent,Absent,3723,Big Sandy Formation
SL0187,SW-1-10D,Tuff,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,3723,Big Sandy Formation
SL0188,SW-1-10C,Tuff,Absent,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Trace,Minor,Absent,Absent,Trace,3723,Big Sandy Formation
SL0189,SW-1-10B,Tuff,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Major,Trace,Absent,Absent,Minor,Absent,3723,Big Sandy Formation
SL0190,SW-1-10A,Tuff,Absent,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Minor,Absent,Absent,Absent,Absent,3723,Big Sandy Formation
SL0191,SW-1-8,Tuff,Absent,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Trace,Absent,Absent,Minor,Absent,3723,Big Sandy Formation
SL0192,SW-1-4B,Tuff,Absent,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Trace,Absent,Absent,Absent,Absent,3723,Big Sandy Formation
SL0193,SW-1-4A,Tuff,Absent,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Minor,Absent,Absent,Absent,Trace,3723,Big Sandy Formation
SL0194,SW-1-2B,Tuff,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Major,Trace,Absent,Absent,Absent,Absent,3723,Big Sandy Formation
SL0195,SW-1-2A,Tuff,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Minor,Absent,Absent,Absent,Trace,3723,Big Sandy Formation
SL0196,SW-2-8B,Tuff,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Trace,Absent,Minor,Absent,Absent,3723,Big Sandy Formation
SL0197,SW-2-8A,Tuff,Absent,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Trace,Absent,Minor,Absent,Absent,3723,Big Sandy Formation
SL0198,SW-2-6,Tuff,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Major,Trace,Trace,Trace,3723,Big Sandy Formation
SL0199,SW-2-4,Tuff,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Major,Trace,Absent,Absent,Absent,Absent,3723,Big Sandy Formation
SL0200,SW-2-1C,Tuff,Absent,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Major,Trace,Absent,Absent,Absent,Absent,3723,Big Sandy Formation
SL0201,SW-2-1B,Tuff,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,3723,Big Sandy Formation
SL0202,SW-2-1A,Tuff,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Major,Trace,Absent,Absent,Absent,Absent,3723,Big Sandy Formation
SL0203,SW-3-14B,Tuff,Absent,Trace,Minor,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Trace,Absent,Absent,Minor,Absent,3723,Big Sandy Formation
SL0204,SW-3-14A,Tuff,Absent,Trace,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Trace,Absent,3723,Big Sandy Formation
SL0205,SW-3-13B,Tuff,Absent,Trace,Trace,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,3723,Big Sandy Formation
SL0206,SW-3-13A,Tuff,Absent,Absent,Minor,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,3723,Big Sandy Formation
SL0207,SW-3-12C,Tuff,Absent,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Trace,Absent,Absent,Minor,Absent,3723,Big Sandy Formation
SL0208,SW-3-12B,Tuff,Absent,Absent,Trace,Major,Absent,Absent,Absent,Absent,Absent,Trace,Minor,Absent,Absent,Absent,Absent,3723,Big Sandy Formation
SL0209,SW-3-12A,Tuff,Absent,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Minor,Absent,Absent,Minor,Absent,3723,Big Sandy Formation
SL0210,SW-3-10B,Tuff,Absent,Minor,Absent,Major,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Absent,Absent,Absent,Absent,3723,Big Sandy Formation
SL0211,SW-3-9C,Tuff,Absent,Trace,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Absent,Trace,Absent,3723,Big Sandy Formation
SL0212,SW-3-9B,Tuff,Absent,Minor,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Minor,Absent,Minor,Trace,3723,Big Sandy Formation
SL0213,SW-3-9A,Tuff,Absent,Trace,Absent,Major,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Absent,Absent,Absent,Absent,3723,Big Sandy Formation
SL0214,SW-3-7,Tuff,Absent,Minor,Absent,Major,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Trace,3723,Big Sandy Formation
SL0215,SW-3-4,Tuff,Absent,Trace,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Trace,Absent,Absent,Minor,Absent,3723,Big Sandy Formation
SL0216,SW-3-2C,Tuff,Absent,Trace,Trace,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,3723,Big Sandy Formation
SL0217,SW-3-2B,Tuff,Absent,Trace,Trace,Major,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Absent,Minor,Absent,3723,Big Sandy Formation
SL0218,SW-3-2A,Tuff,Absent,Trace,Trace,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,3723,Big Sandy Formation
SL0219,4-C,Tuff,Absent,Trace,Absent,Major,Absent,Absent,Absent,Absent,Absent,Trace,Trace,Absent,Absent,Minor,Absent,3723,Big Sandy Formation
SL0220,4-B,Tuff,Absent,Trace,Absent,Major,Absent,Absent,Absent,Absent,Absent,Trace,Trace,Absent,Absent,Minor,Absent,3723,Big Sandy Formation
SL0221,5-F,Tuff,Absent,Minor,Absent,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,3723,Big Sandy Formation
SL0222,5-E,Tuff,Absent,Minor,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,3723,Big Sandy Formation
SL0223,5-D,Tuff,Absent,Minor,Absent,Absent,Absent,Trace,Absent,Absent,Absent,Absent,Trace,Minor,Absent,Minor,Absent,3723,Big Sandy Formation
SL0224,5-C,Tuff,Absent,Minor,Absent,Absent,Absent,Trace,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,3723,Big Sandy Formation
SL0225,5-B,Tuff,Absent,Minor,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,3723,Big Sandy Formation
SL0226,5-A,Tuff,Absent,Absent,Minor,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,3723,Big Sandy Formation
SL0227,6-C,Tuff,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,3723,Big Sandy Formation
SL0228,6-B,Tuff,Absent,Absent,Absent,Absent,Minor,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,3723,Big Sandy Formation
SL0229,6-A,Tuff,Absent,Absent,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,3723,Big Sandy Formation
SL0230,8-C,Tuff,Absent,Trace,Absent,Major,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,3723,Big Sandy Formation
SL0231,8-B,Tuff,Absent,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Trace,Absent,Absent,Absent,Absent,3723,Big Sandy Formation
SL0232,8-A,Tuff,Absent,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Trace,Absent,Absent,Absent,Absent,3723,Big Sandy Formation
SL0233,9-C,Tuff,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Minor,Absent,Absent,Absent,Absent,3723,Big Sandy Formation
SL0234,9-B,Tuff,Absent,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Trace,Absent,Absent,Minor,Absent,3723,Big Sandy Formation
SL0235,9-A,Tuff,Absent,Trace,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,3723,Big Sandy Formation
SL0236,10-A,Tuff,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Trace,Absent,Absent,Absent,Absent,3723,Big Sandy Formation
SL0237,11-B,Tuff,Absent,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,3723,Big Sandy Formation
SL0238,11-A,Tuff,Absent,Trace,Absent,Major,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,3723,Big Sandy Formation
SL0239,12-E,Tuff,Absent,Minor,Trace,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,3723,Big Sandy Formation
SL0240,12-D,Tuff,Absent,Trace,Minor,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Minor,Absent,Minor,Absent,3723,Big Sandy Formation
SL0241,12-C,Tuff,Absent,Trace,Minor,Minor,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Minor,Absent,Absent,Absent,3723,Big Sandy Formation
SL0242,12-B,Tuff,Absent,Trace,Minor,Major,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Trace,Absent,Absent,Absent,3723,Big Sandy Formation
SL0243,12-A,Tuff,Absent,Trace,Minor,Major,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Trace,Absent,Absent,Absent,3723,Big Sandy Formation
SL0244,12-F,Tuff,Absent,Trace,Trace,Major,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,3723,Big Sandy Formation
SL0245,SW-13-8B,Tuff,Absent,Trace,Minor,Trace,Trace,Absent,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Minor,Trace,3723,Big Sandy Formation
SL0246,SW-13-8A,Tuff,Absent,Trace,Absent,Trace,Absent,Absent,Absent,Absent,Major,Absent,Absent,Absent,Absent,Minor,Absent,3723,Big Sandy Formation
SL0247,SW-13-4B,Tuff,Absent,Trace,Absent,Absent,Minor,Minor,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,3723,Big Sandy Formation
SL0248,SW-13-4A,Tuff,Absent,Absent,Absent,Absent,Trace,Minor,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,3723,Big Sandy Formation
SL0249,SW-13-2B,Tuff,Absent,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Trace,3723,Big Sandy Formation
SL0250,SW-13-2A,Tuff,Absent,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Minor,Trace,3723,Big Sandy Formation
SL0251,14-C,Tuff,Absent,Absent,Minor,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Trace,Absent,3723,Big Sandy Formation
SL0252,14-B,Tuff,Absent,Absent,Absent,Absent,Major,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,3723,Big Sandy Formation
SL0253,14-A,Tuff,Absent,Absent,Minor,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,3723,Big Sandy Formation
SL0254,15-A,Tuff,Absent,Trace,Minor,Major,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Absent,Minor,Absent,3723,Big Sandy Formation
SL0255,16-C,Tuff,Absent,Trace,Minor,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,3723,Big Sandy Formation
SL0256,16-B,Tuff,Absent,Minor,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Trace,Absent,3723,Big Sandy Formation
SL0257,16-A,Tuff,Absent,Trace,Minor,Major,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Trace,Absent,Trace,Absent,3723,Big Sandy Formation
SL0258,17-C,Tuff,Absent,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,3723,Big Sandy Formation
SL0259,17-B,Tuff,Absent,Absent,Trace,Major,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Trace,Absent,3723,Big Sandy Formation
SL0260,17-A,Tuff,Absent,Trace,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Trace,Absent,3723,Big Sandy Formation
SL0261,18-B,Tuff,Absent,Trace,Minor,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,3723,Big Sandy Formation
SL0262,18-A,Tuff,Absent,Minor,Absent,Minor,Absent,Absent,Minor,Absent,Minor,Absent,Absent,Minor,Absent,Absent,Absent,3723,Big Sandy Formation
SL0263,19-B,Tuff,Absent,Trace,Trace,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,3723,Big Sandy Formation
SL0264,19A,Tuff,Absent,Trace,Trace,Absent,Major,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,3723,Big Sandy Formation
SL0265,20-A,Tuff,Absent,Trace,Minor,Absent,Minor,Trace,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,3723,Big Sandy Formation
SL0266,21-C,Tuff,Absent,Minor,Minor,Minor,Minor,Absent,Trace,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,3723,Big Sandy Formation
SL0267,21-B,Tuff,Absent,Trace,Absent,Minor,Minor,Trace,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,3723,Big Sandy Formation
SL0268,21-A,Tuff,Absent,Minor,Trace,Minor,Minor,Trace,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Trace,3723,Big Sandy Formation
SL0269,23-C,Tuff,Absent,Minor,Trace,Major,Absent,Trace,Absent,Trace,Absent,Absent,Absent,Minor,Absent,Absent,Absent,3723,Big Sandy Formation
SL0270,23-B,Tuff,Absent,Trace,Trace,Major,Absent,Minor,`,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,3723,Big Sandy Formation
SL0271,23-A,Tuff,Absent,Absent,Minor,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Trace,Minor,3723,Big Sandy Formation
SL0272,24-B,Tuff,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Minor,Absent,Absent,Minor,Absent,3723,Big Sandy Formation
SL0273,24-A,Tuff,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Absent,Minor,Absent,Minor,Absent,Absent,Minor,Absent,3723,Big Sandy Formation
SL0274,25-B,Tuff,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,Absent,Minor,Absent,3723,Big Sandy Formation
SL0275,25-A,Tuff,Absent,Minor,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Trace,Absent,3723,Big Sandy Formation
SL0276,SW-26-9B,Tuff,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Absent,Trace,Trace,Absent,Absent,Absent,Absent,3723,Big Sandy Formation
SL0277,SW-26-9A,Tuff,Absent,Absent,Minor,Absent,Trace,Trace,Absent,Absent,Minor,Minor,Trace,Absent,Absent,Absent,Absent,3723,Big Sandy Formation
SL0278,SW-26-4C,Tuff,Absent,Trace,Absent,Absent,Absent,Absent,Major,Absent,Trace,Absent,Minor,Absent,Absent,Absent,Absent,3723,Big Sandy Formation
SL0279,SW-26-4B,Tuff,Absent,Absent,Absent,Absent,Trace,Absent,Major,Absent,Trace,Absent,Trace,Minor,Absent,Trace,Absent,3723,Big Sandy Formation
SL0280,SW-26-4A,Tuff,Absent,Absent,Absent,Minor,Absent,Trace,Minor,Absent,Absent,Absent,Trace,Absent,Absent,Absent,Absent,3723,Big Sandy Formation
SL0281,SW-26-2,Tuff,Absent,Absent,Minor,Minor,Absent,Absent,Absent,Absent,Absent,Major,Trace,Absent,Absent,Absent,Absent,3723,Big Sandy Formation
SL0282,28-B,Tuff,Absent,Minor,Minor,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Absent,Absent,3723,Big Sandy Formation
SL0283,28-A,Tuff,Absent,Minor,Trace,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,3723,Big Sandy Formation
SL0284,30-C,Tuff,Absent,Trace,Absent,Absent,Absent,Major,Absent,Absent,Absent,Trace,Absent,Minor,Absent,Absent,Trace,3723,Big Sandy Formation
SL0285,30-B,Tuff,Absent,Trace,Absent,Minor,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,3723,Big Sandy Formation
SL0286,30-A,Tuff,Absent,Trace,Trace,Major,Absent,Minor,Trace,Absent,Absent,Trace,Trace,Absent,Absent,Absent,Absent,3723,Big Sandy Formation
SL0287,31-A,Tuff,Absent,Trace,Absent,Minor,Absent,Trace,Absent,Absent,Absent,Trace,Absent,Minor,Absent,Absent,Trace,3723,Big Sandy Formation
SL0288,33-E,Tuff,Absent,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Major,Absent,Absent,Trace,3723,Big Sandy Formation
SL0289,33-D,Tuff,Absent,Trace,Trace,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Major,Absent,Trace,Absent,3723,Big Sandy Formation
SL0290,33-C,Tuff,Absent,Trace,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,3723,Big Sandy Formation
SL0291,33-B,Tuff,Absent,Trace,Absent,Major,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Absent,Absent,Absent,Absent,3723,Big Sandy Formation
SL0292,33-F,Tuff,Absent,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Absent,Absent,Absent,Absent,3723,Big Sandy Formation
SL0293,33-A,Tuff,Absent,Trace,Absent,Major,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Trace,3723,Big Sandy Formation
SL0294,SW-34-8E,Tuff,Absent,Trace,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Trace,Major,Absent,Trace,Absent,3723,Big Sandy Formation
SL0295,SW-34-8D,Tuff,Absent,Trace,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,3723,Big Sandy Formation
SL0296,SW-34-8C,Tuff,Absent,Trace,Minor,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,3723,Big Sandy Formation
SL0297,SW-34-8B,Tuff,Absent,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,3723,Big Sandy Formation
SL0298,SW-34-8A,Tuff,Absent,Absent,Minor,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Absent,Absent,Absent,3723,Big Sandy Formation
SL0299,SW-34-6,Tuff,Absent,Trace,Trace,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,3723,Big Sandy Formation
SL0300,SW-34-4C,Tuff,Absent,Minor,Absent,Minor,Absent,Trace,Absent,Absent,Trace,Absent,Minor,Minor,Absent,Minor,Trace,3723,Big Sandy Formation
SL0301,SW-34-4B,Tuff,Absent,Minor,Trace,Minor,Absent,Minor,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,3723,Big Sandy Formation
SL0302,SW-34-4D,Tuff,Absent,Trace,Absent,Major,Absent,Minor,Minor,Absent,Absent,Absent,Trace,Absent,Absent,Absent,Trace,3723,Big Sandy Formation
SL0303,SW-34-4E,Tuff,Absent,Absent,Minor,Minor,Absent,Minor,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,3723,Big Sandy Formation
SL0304,SW-34-4A,Tuff,Absent,Absent,Trace,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Trace,Absent,3723,Big Sandy Formation
SL0305,SW-34-2B,Tuff,Absent,Absent,Trace,Major,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Absent,Trace,Absent,3723,Big Sandy Formation
SL0306,36-B,Tuff,Absent,Trace,Trace,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,3723,Big Sandy Formation
SL0307,36-A,Tuff,Absent,Absent,Minor,Absent,Trace,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,3723,Big Sandy Formation
SL0308,37-D,Tuff,Absent,Trace,Trace,Absent,Absent,Minor,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,3723,Big Sandy Formation
